RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
"1,086","15,646,513",Spyer,803,France,Male,42,5,0,1,1,0,"196,467",1
"1,087","15,708,063",Walker,712,France,Male,36,2,"100,750",3,0,0,"70,758",1
"1,088","15,696,098",Palermo,498,France,Female,31,10,0,2,1,0,"13,893",0
"1,089","15,645,517",Philip,850,Spain,Male,22,2,0,2,1,1,"9,685",0
"1,090","15,649,744",Fallaci,628,France,Female,51,3,"123,981",2,1,1,"40,546",0
"1,091","15,604,304",Perry,539,Germany,Female,34,4,"91,622",1,1,1,"136,603",0
"1,092","15,784,092",Henderson,732,France,Male,36,7,"126,196",1,1,1,"133,172",0
"1,093","15,585,198",Bergamaschi,715,France,Male,41,4,"94,268",1,0,1,"152,821",1
"1,094","15,624,347",Fokine,651,France,Male,40,4,0,2,1,1,"147,716",0
"1,095","15,621,687",Mackay,813,France,Male,34,0,0,2,1,0,"43,169",0
"1,096","15,689,081",Wu,692,France,Male,29,4,0,1,1,0,"76,756",1
"1,097","15,813,168",Maslova,756,Germany,Female,39,3,"100,718",3,1,1,"73,406",1
"1,098","15,604,295",Wei,543,France,Male,36,6,0,2,1,0,"176,728",0
"1,099","15,724,127",McLean,790,France,Female,26,4,"141,582",2,0,0,"98,309",0
"1,100","15,673,055",Sung,494,Spain,Male,38,7,0,2,1,1,"6,204",0
"1,101","15,768,201",Paterson,850,France,Female,39,2,"148,587",1,1,1,"176,791",0
"1,102","15,782,219",Fanucci,703,Spain,Male,29,9,0,2,1,0,"50,679",0
"1,103","15,746,410",Thompson,432,Spain,Male,38,7,0,2,1,0,"150,581",0
"1,104","15,780,144",Tisdall,512,Germany,Female,32,2,"123,404",2,1,0,"80,120",0
"1,105","15,590,476",Onochie,589,France,Male,28,7,0,2,1,0,"151,646",0
"1,106","15,624,293",Mironova,514,France,Female,46,3,"106,512",1,1,0,"55,072",0
"1,107","15,618,182",Ndubueze,678,France,Female,38,2,0,2,0,0,"115,069",0
"1,108","15,660,316",Stephenson,420,Germany,Female,34,1,"135,550",1,0,0,"149,471",1
"1,109","15,678,886",Golubev,679,Germany,Male,38,7,"110,555",2,1,0,"46,523",0
"1,110","15,616,330",Liao,595,France,Male,31,4,0,2,1,0,"189,996",0
"1,111","15,592,229",Mullan,713,France,Female,52,0,"185,892",1,1,1,"46,370",1
"1,112","15,798,424",Glover,833,Germany,Male,59,1,"130,855",1,1,1,"30,723",1
"1,113","15,714,750",Northey,690,France,Female,42,3,"92,578",2,0,0,"70,811",0
"1,114","15,648,800",Paterson,731,Germany,Female,21,8,"132,312",1,1,0,"106,663",1
"1,115","15,626,147",Maclean,608,France,Female,62,8,"144,977",1,0,0,"175,836",1
"1,116","15,626,608",Howarde,479,Spain,Male,48,5,"87,070",1,0,1,"85,646",0
"1,117","15,723,250",Teng,519,France,Male,42,8,0,2,1,1,"101,486",0
"1,118","15,592,583",Colman,731,France,Female,47,1,"115,414",3,0,0,"191,735",1
"1,119","15,759,381",Johnson,617,Spain,Male,61,7,"91,070",1,1,1,"101,840",0
"1,120","15,585,241",Butcher,756,Spain,Male,29,2,"117,412",2,1,0,"4,889",0
"1,121","15,589,358",Stanley,848,Germany,Male,31,4,"90,018",2,1,0,"193,133",0
"1,122","15,672,704",Jackson,809,France,Female,24,4,0,2,1,0,"193,519",0
"1,123","15,789,955",Hu,698,Germany,Male,56,1,"112,415",2,0,0,"93,982",1
"1,124","15,596,800",Hill,779,Germany,Male,33,1,"158,457",1,1,1,"197,001",1
"1,125","15,627,305",Pan,606,Spain,Male,35,7,0,1,1,0,"106,837",1
"1,126","15,645,316",Han,612,Germany,Female,58,1,"149,642",1,1,1,"115,161",0
"1,127","15,593,973",Wilkie,663,Spain,Female,33,8,"122,528",1,1,0,"196,260",0
"1,128","15,647,301",Bray,549,Germany,Female,45,3,"143,734",2,1,1,"96,404",0
"1,129","15,750,258",Ann,675,France,Female,32,2,"155,663",1,1,0,"97,659",0
"1,130","15,685,309",Souter,669,France,Female,35,7,0,1,1,1,"49,108",1
"1,131","15,628,205",Greco,571,Germany,Female,34,1,"101,737",1,0,1,"195,652",0
"1,132","15,733,974",Mao,500,Spain,Male,37,9,"125,822",1,1,0,"111,698",0
"1,133","15,762,110",Anderson,628,France,Male,37,0,0,2,1,1,"171,708",0
"1,134","15,706,899",Ma,559,France,Male,34,4,0,2,1,1,"66,722",0
"1,135","15,732,660",Black,769,France,Female,27,2,0,1,1,1,"57,876",0
"1,136","15,656,121",Medvedeva,733,Germany,Male,31,6,"157,791",2,0,0,"177,995",0
"1,137","15,614,220",Benson,750,France,Male,22,5,0,2,0,1,"105,126",0
"1,138","15,645,269",Duncan,583,France,Female,42,4,0,2,1,0,"17,440",0
"1,139","15,698,510",Onwudiwe,468,Germany,Male,42,9,"181,627",2,1,0,"172,668",0
"1,140","15,569,247",Mitchell,727,Spain,Female,57,1,"109,680",1,0,1,753,0
"1,141","15,566,251",Ferrari,618,France,Female,37,5,"96,653",1,1,0,"98,686",1
"1,142","15,716,134",Russo,617,France,Male,40,5,"190,008",2,1,1,"107,048",0
"1,143","15,763,625",Hazon,793,Spain,Male,41,9,0,2,1,0,"152,154",0
"1,144","15,605,965",Henderson,630,France,Male,43,9,0,2,1,1,"34,338",0
"1,145","15,694,821",Hardy,765,Germany,Male,43,4,"148,963",1,0,1,"173,879",1
"1,146","15,601,688",Piccio,546,France,Male,28,8,0,1,1,0,"159,254",0
"1,147","15,575,581",Dickson,614,Germany,Female,30,3,"131,345",2,1,0,"54,777",0
"1,148","15,671,209",Holden,593,Germany,Female,29,5,"101,714",3,1,0,"134,595",0
"1,149","15,616,529",Hsieh,613,Spain,Male,34,3,0,1,1,1,"41,725",0
"1,150","15,773,906",Doherty,655,France,Male,38,4,0,2,0,0,"110,528",0
"1,151","15,722,993",Page,700,France,Female,27,6,"137,963",1,0,0,"8,997",0
"1,152","15,752,463",Samuel,826,Spain,Female,29,4,"129,938",1,0,1,"190,201",0
"1,153","15,589,754",Malloy,652,Germany,Male,45,2,"151,421",1,0,1,"115,333",0
"1,154","15,669,899",Fitts,755,Germany,Female,45,7,"135,643",1,0,0,"143,620",1
"1,155","15,766,887",Iadanza,538,Spain,Male,39,2,"122,774",2,1,1,"58,467",0
"1,156","15,768,006",Wu,729,France,Male,34,3,"152,304",1,1,0,"12,129",0
"1,157","15,741,295",Yefimova,615,France,Male,49,3,0,2,1,1,"49,872",0
"1,158","15,811,327",Pan,700,Spain,Male,54,1,"79,416",1,0,1,"139,736",0
"1,159","15,690,007",Ts'ui,434,Germany,Female,58,9,"125,801",2,1,0,"60,892",1
"1,160","15,690,664",Liang,729,Spain,Male,37,10,0,2,1,0,"100,863",0
"1,161","15,719,348",Tsao,513,France,Male,35,8,0,1,1,0,"76,640",1
"1,162","15,781,802",Abramov,755,France,Male,41,6,"104,817",1,1,0,"126,014",1
"1,163","15,752,731",Millar,615,France,Female,30,9,0,1,1,0,"87,348",0
"1,164","15,600,997",Demuth,747,Germany,Female,32,5,"67,495",2,0,1,"77,370",0
"1,165","15,750,776",Genovese,850,France,Female,36,0,"164,851",1,1,1,"62,722",0
"1,166","15,723,907",Lawless,712,Germany,Female,49,5,"154,776",2,0,0,"196,258",0
"1,167","15,633,419",Brooks,622,Germany,Female,28,1,"143,125",2,1,0,"81,724",0
"1,168","15,702,430",Ignatyeva,548,France,Female,35,10,0,1,1,1,"31,300",0
"1,169","15,710,456",Balmain,607,France,Female,27,2,0,2,1,0,"63,496",0
"1,170","15,650,351",Millar,653,France,Female,38,8,"102,133",1,1,1,"166,521",0
"1,171","15,590,820",Ecuyer,699,Spain,Male,26,6,"79,932",1,0,0,"150,242",0
"1,172","15,640,454",Parkhill,693,Germany,Male,40,0,"120,712",1,0,0,"27,345",1
"1,173","15,697,789",Li Fonti,647,Germany,Female,43,3,"122,718",2,1,1,"87,000",0
"1,174","15,808,182",Beneventi,478,Spain,Female,36,3,"92,363",2,1,0,"44,913",0
"1,175","15,588,670",Despeissis,705,Spain,Female,40,5,"203,715",1,1,0,"179,979",1
"1,176","15,721,292",Atkins,719,Spain,Male,39,5,0,2,1,0,"145,760",0
"1,177","15,604,217",Williams,726,France,Male,34,9,0,2,0,0,"14,122",0
"1,178","15,651,369",Wright,626,France,Male,21,1,0,2,1,0,"66,232",0
"1,179","15,782,454",Hancock,552,France,Male,49,4,0,1,1,1,"190,297",1
"1,180","15,814,032",Hsieh,807,Germany,Female,31,1,"93,460",2,0,0,"172,783",0
"1,181","15,570,326",Wilkins,621,France,Male,34,6,0,2,1,1,"99,128",0
"1,182","15,624,428",Longo,651,Germany,Female,24,7,"40,225",1,1,1,"178,341",0
"1,183","15,755,638",Mancini,673,France,Female,43,5,"168,070",1,1,1,"146,992",1
"1,184","15,600,992",Madukaego,652,France,Male,36,1,0,2,1,1,"151,315",0
"1,185","15,755,649",Winter-Irving,584,Germany,Male,47,7,"130,539",1,1,0,"92,916",0
"1,186","15,795,228",Stewart,756,France,Male,37,3,"132,624",1,1,1,"58,974",0
"1,187","15,589,257",Grant,670,France,Female,35,3,"103,465",2,1,1,"174,627",0
"1,188","15,719,302",Brennan,765,France,Female,50,9,"126,548",1,1,1,"79,580",1
"1,189","15,639,882",She,528,France,Male,30,2,"128,263",2,1,0,"50,771",0
"1,190","15,791,279",Murray,701,France,Male,40,5,"169,743",1,1,1,"153,538",1
"1,191","15,636,935",Rischbieth,797,France,Female,29,1,0,2,1,1,"132,975",0
"1,192","15,686,909",Lung,639,Germany,Male,27,3,"150,796",1,0,1,"85,209",0
"1,193","15,589,572",Otutodilichukwu,785,Spain,Female,61,4,"129,856",2,1,0,"170,215",1
"1,194","15,779,947",Thomas,363,Spain,Female,28,6,"146,098",3,1,0,"100,615",1
"1,195","15,573,769",Fiorentini,764,France,Female,24,7,0,2,1,0,"186,106",0
"1,196","15,578,866",Hughes,676,France,Female,43,2,0,1,1,1,"55,120",0
"1,197","15,739,131",Whitworth,718,Germany,Male,28,4,"65,643",1,1,0,"28,761",0
"1,198","15,813,444",McIntosh,590,Spain,Female,34,6,0,2,1,0,"171,021",0
"1,199","15,678,058",Ayers,584,France,Male,38,9,"104,584",1,1,0,"176,679",0
"1,200","15,769,169",Trentino,645,France,Male,41,7,0,1,0,1,"28,668",0
"1,201","15,804,602",Boyd,772,Germany,Male,30,6,"99,785",2,0,0,"197,238",0
"1,202","15,651,052",McMasters,399,Germany,Male,46,2,"127,655",1,1,0,"139,995",1
"1,203","15,724,334",Alekseyeva,529,France,Male,22,5,0,1,1,0,"151,170",0
"1,204","15,569,451",Miller,463,France,Male,35,2,"101,257",1,1,1,"118,114",0
"1,205","15,650,098",Baranova,630,France,Female,40,7,0,2,1,1,"34,453",0
"1,206","15,724,307",Mitchell,780,France,Male,76,10,"121,314",1,0,1,"64,872",0
"1,207","15,599,268",Yobachi,584,Spain,Male,32,5,0,2,1,0,"10,957",0
"1,208","15,594,864",Huang,752,Germany,Male,30,4,"81,523",1,1,1,"36,886",0
"1,209","15,616,451",Genovese,697,France,Female,47,6,"128,253",1,1,1,"168,053",0
"1,210","15,715,667",Sorokina,850,France,Female,32,7,0,2,0,0,"155,227",0
"1,211","15,658,969",Gray,711,France,Male,51,7,0,3,1,0,"38,410",1
"1,212","15,738,174",Ervin,452,France,Female,32,5,0,2,0,1,"75,279",0
"1,213","15,813,590",Vance,610,Spain,Male,42,6,0,2,1,0,"158,303",1
"1,214","15,624,229",Noble,694,France,Female,22,4,0,2,1,1,"11,526",0
"1,215","15,674,148",Milanesi,579,Spain,Male,33,6,0,1,1,0,"94,993",1
"1,216","15,625,080",Parkin,745,Spain,Female,54,8,0,1,1,0,"173,912",1
"1,217","15,682,528",Cremonesi,572,France,Male,33,5,0,1,0,1,"41,139",0
"1,218","15,696,900",Burns,505,Germany,Male,29,3,"145,542",2,1,1,"58,020",0
"1,219","15,730,038",Docherty,706,France,Female,23,5,0,1,0,0,"164,128",1
"1,220","15,812,272",Ugonna,693,Germany,Male,44,5,"124,602",2,1,1,"46,998",1
"1,221","15,654,654",L?,725,Germany,Female,33,7,"115,183",2,1,1,"177,279",0
"1,222","15,697,625",Bevan,791,France,Male,37,2,"163,789",2,1,0,"75,833",0
"1,223","15,616,280",Hsia,536,France,Male,46,1,"65,733",1,1,0,"61,095",0
"1,224","15,654,229",O'Neill,699,Spain,Male,47,1,0,2,0,1,"30,117",0
"1,225","15,628,298",Johnstone,500,Spain,Female,47,8,"128,486",1,1,0,"179,227",0
"1,226","15,733,387",Pham,707,Spain,Female,53,6,"109,663",1,1,1,"52,110",0
"1,227","15,775,572",Bergamaschi,531,Germany,Female,42,6,"88,324",2,1,0,"75,249",0
"1,228","15,613,844",Murphy,557,France,Female,28,7,"146,445",2,1,0,"184,318",0
"1,229","15,578,515",Osinachi,659,France,Female,38,3,0,2,1,0,"158,553",0
"1,230","15,607,598",Muravyov,575,Spain,Female,31,6,0,2,1,1,"95,686",0
"1,231","15,742,480",Igwebuike,775,Germany,Male,36,2,"109,949",2,0,1,"71,683",0
"1,232","15,749,482",Zack,772,Spain,Male,30,4,"78,653",1,1,0,"1,790",0
"1,233","15,607,537",Crawford,587,Germany,Male,46,9,"107,851",1,1,0,"139,431",1
"1,234","15,575,410",Chidiegwu,667,Germany,Female,39,4,"83,765",2,1,0,"118,359",0
"1,235","15,684,865",Lucchesi,771,France,Female,66,7,"143,773",1,1,1,"130,828",0
"1,236","15,600,700",Pan,523,Germany,Male,63,6,"116,227",1,1,1,"119,405",0
"1,237","15,774,155",Trevisani,662,Germany,Male,33,0,"103,472",1,1,1,"162,703",0
"1,238","15,634,267",Yudin,717,France,Male,42,5,0,2,1,0,"172,665",0
"1,239","15,619,626",Wade,746,France,Male,24,3,"137,492",2,0,1,"170,142",0
"1,240","15,660,422",Chung,569,France,Male,28,7,0,2,1,0,"73,977",0
"1,241","15,617,934",Septimus,579,France,Male,36,9,"129,830",1,1,1,"60,906",0
"1,242","15,760,774",Hargraves,519,France,Female,21,1,"146,330",2,1,1,"194,867",0
"1,243","15,813,132",Chukwukadibia,696,Germany,Male,30,4,"114,028",1,1,1,"193,717",0
"1,244","15,593,331",Sidorov,693,Germany,Male,25,6,"146,581",1,0,1,"14,633",0
"1,245","15,616,709",Bunton,587,Germany,Female,38,0,"132,122",2,0,0,"31,730",0
"1,246","15,658,052",Cameron,626,France,Female,44,10,"81,554",1,1,0,"20,064",1
"1,247","15,721,189",Kung,666,France,Female,66,7,0,2,1,1,"99,793",0
"1,248","15,711,288",Hay,512,France,Male,24,6,0,2,1,0,"37,654",0
"1,249","15,770,030",Conti,689,Spain,Female,28,3,0,2,1,1,"192,449",0
"1,250","15,803,681",Sims,803,France,Female,26,4,0,2,1,1,"181,208",0
"1,251","15,702,789",Carter,548,Germany,Male,32,5,"175,215",1,1,1,"155,166",0
"1,252","15,814,930",McGregor,588,Germany,Female,40,10,"125,535",1,1,0,"121,504",1
"1,253","15,658,306",Lo,693,France,Male,68,4,"97,706",1,1,1,"61,569",0
"1,254","15,699,523",Chu,499,Germany,Female,55,4,"126,818",2,1,0,"123,270",0
"1,255","15,610,383",Dumetolisa,628,France,Female,46,1,"46,870",4,1,0,"31,272",1
"1,256","15,615,032",Peng,624,Spain,Male,46,3,0,2,1,1,"62,825",0
"1,257","15,781,989",Drake-Brockman,733,France,Male,42,9,"120,095",1,1,0,"184,056",0
"1,258","15,647,402",Wan,628,France,Female,38,3,0,2,1,1,"48,925",0
"1,259","15,740,494",Cameron,633,France,Female,33,3,0,2,1,0,"191,111",0
"1,260","15,701,265",Tretiakov,559,Germany,Female,36,1,"104,357",2,0,1,"54,184",0
"1,261","15,743,532",Ball,704,Germany,Male,27,5,"147,004",1,1,0,"64,381",1
"1,262","15,794,870",Sal,744,Germany,Male,38,6,"73,023",2,1,0,"78,771",0
"1,263","15,747,591",Chung,665,Spain,Female,40,1,"173,433",1,0,1,"116,767",0
"1,264","15,726,557",Lai,638,France,Female,42,7,"165,680",1,0,0,"32,916",0
"1,265","15,732,199",Gether,837,Spain,Male,31,9,"104,679",1,0,1,"50,973",0
"1,266","15,662,291",Davidson,534,France,Female,55,8,"116,973",3,1,0,"122,067",1
"1,267","15,749,050",Justice,548,France,Female,36,3,0,1,1,0,"65,997",0
"1,268","15,781,586",Osonduagwuike,837,Germany,Male,38,2,"126,733",1,1,1,"79,577",0
"1,269","15,617,078",Ewing,658,France,Female,44,6,"148,481",1,1,0,"130,529",0
"1,270","15,723,339",Chin,554,France,Female,38,4,"137,654",2,1,1,"172,630",0
"1,271","15,671,322",Chiang,724,Germany,Male,30,7,"115,315",1,1,0,"15,217",0
"1,272","15,793,854",Ahmed,723,France,Male,42,2,"99,096",1,1,1,"17,513",0
"1,273","15,756,539",Marshall,585,Germany,Female,39,7,"165,610",2,0,0,"131,852",0
"1,274","15,612,064",Tsou,474,France,Male,33,5,0,2,1,0,"181,946",1
"1,275","15,625,916",Chien,562,Spain,Male,32,6,"161,629",1,1,0,"91,483",0
"1,276","15,683,195",Ubanwa,719,France,Male,32,9,"146,605",1,1,1,"77,119",0
"1,277","15,690,182",Kapustin,635,Germany,Male,37,5,"113,489",1,1,0,"95,612",1
"1,278","15,721,719",Calabresi,743,France,Male,42,7,"77,002",2,1,1,"80,428",0
"1,279","15,641,690",Hsiao,681,Spain,Male,67,7,0,2,0,1,"163,715",0
"1,280","15,634,896",Grant,521,France,Female,39,6,0,2,0,1,"27,375",0
"1,281","15,671,590",H?,741,Spain,Male,25,4,0,2,1,1,"73,874",0
"1,282","15,779,182",Chia,790,Spain,Male,46,8,"182,365",1,0,0,"139,266",1
"1,283","15,778,287",Ugoji,622,France,Male,35,8,0,2,1,1,"131,773",0
"1,284","15,609,510",Gregory,669,France,Male,45,7,"149,365",1,0,1,"173,454",0
"1,285","15,742,229",Mackay,583,France,Male,59,7,"127,450",1,0,1,"67,553",0
"1,286","15,658,532",Nnamutaezinwa,520,Spain,Female,63,5,"162,278",1,1,1,"34,765",0
"1,287","15,590,993",Findlay,579,Spain,Male,37,5,"152,213",2,0,0,"120,219",0
"1,288","15,565,701",Ferri,698,Spain,Female,39,9,"161,994",1,0,0,"90,212",0
"1,289","15,597,239",Ku,548,Spain,Male,39,7,"131,468",1,1,0,"164,976",0
"1,290","15,688,880",Amechi,672,Germany,Male,40,10,"102,980",1,1,0,"1,286",1
"1,291","15,813,917",Kirk,653,Germany,Male,31,9,"143,322",1,1,0,"83,679",0
"1,292","15,679,611",Andrews,734,Spain,Female,37,2,"130,405",1,0,0,"34,549",0
"1,293","15,636,589",Murray,794,France,Female,41,7,0,2,1,1,"74,275",0
"1,294","15,687,752",Griffin,641,France,Male,30,2,"87,505",2,0,1,"7,279",0
"1,295","15,584,363",Longstaff,824,France,Male,30,0,"133,634",1,1,1,"162,054",0
"1,296","15,737,748",McWilliam,534,Spain,Female,33,3,"151,234",1,0,0,"199,337",0
"1,297","15,803,365",Coffee,653,Spain,Male,55,2,"70,264",1,0,1,"62,348",0
"1,298","15,793,247",Hancock,498,France,Male,34,5,0,2,1,1,"91,712",0
"1,299","15,572,360",Clark,683,France,Male,30,10,"57,657",1,0,0,"79,241",0
"1,300","15,795,166",Creswell,618,Germany,Male,42,8,"153,572",2,1,1,"76,680",0
"1,301","15,724,620",Dodds,538,France,Male,37,1,"134,752",1,1,0,"162,512",0
"1,302","15,800,856",Ewen,643,Spain,Male,34,3,"83,132",1,1,1,"21,361",0
"1,303","15,671,097",Carter,428,France,Female,31,2,0,2,1,0,"54,487",0
"1,304","15,683,930",Ch'iu,593,Germany,Female,32,9,"134,097",2,1,0,"53,931",1
"1,305","15,749,004",Tsao,718,France,Female,31,0,"118,101",2,1,0,"103,165",0
"1,306","15,800,434",Burgess,811,Germany,Male,52,10,"76,915",1,0,0,"146,360",1
"1,307","15,709,117",Fanucci,823,Spain,Female,46,3,"81,577",1,1,1,"28,371",1
"1,308","15,638,806",Blackburn,645,Spain,Male,49,2,0,2,0,0,"10,023",0
"1,309","15,662,294",Bennett,710,France,Male,33,10,"118,327",2,1,1,"192,929",0
"1,310","15,690,079",Boniwell,591,Spain,Male,30,8,"124,858",2,0,0,"50,486",0
"1,311","15,759,317",Vasilieva,748,Germany,Female,27,2,"90,972",1,1,1,"131,662",0
"1,312","15,750,497",Longo,850,France,Female,37,7,"153,148",1,1,1,"152,235",0
"1,313","15,596,181",Kwemto,542,France,Male,38,8,"65,942",1,1,1,"68,093",1
"1,314","15,576,602",Lawrence,809,France,Male,38,3,0,2,1,1,"80,061",0
"1,315","15,644,833",Duncan,675,France,Male,54,2,0,1,1,0,"149,584",1
"1,316","15,734,634",Bocharova,607,Spain,Female,27,5,"100,912",1,0,0,"7,631",0
"1,317","15,808,689",Morres,850,France,Female,31,4,0,2,1,1,"33,083",0
"1,318","15,720,702",Shih,789,France,Male,37,3,0,1,1,0,"121,884",1
"1,319","15,665,077",Vogel,598,France,Female,43,5,0,3,1,1,"100,723",1
"1,320","15,763,612",T'an,756,Germany,Male,41,2,"124,439",2,0,1,"47,093",0
"1,321","15,596,493",Wisdom,687,France,Female,47,7,0,2,1,1,"177,624",0
"1,322","15,704,483",Lorenzo,724,France,Male,40,6,0,2,0,0,"106,149",0
"1,323","15,598,846",Shahan,700,France,Female,44,2,"58,782",1,1,0,"16,875",0
"1,324","15,629,244",Bryant,635,Spain,Male,50,7,"159,454",2,0,0,"54,561",1
"1,325","15,765,537",Liang,687,Germany,Male,26,2,"142,722",1,1,1,"153,606",0
"1,326","15,729,975",Chidozie,613,France,Female,46,8,"167,796",1,0,1,"44,390",0
"1,327","15,682,773",Hayward,781,France,Female,38,3,"128,346",2,1,0,"63,219",0
"1,328","15,688,007",Liu,703,Spain,Male,20,3,"165,261",1,1,1,"41,627",0
"1,329","15,574,331",Alexeeva,593,Germany,Female,62,3,"118,234",1,0,1,"24,766",1
"1,330","15,645,572",Calabresi,743,France,Female,40,6,0,1,1,0,"28,281",1
"1,331","15,742,854",Lettiere,640,Spain,Female,46,8,0,2,1,0,"89,043",0
"1,332","15,575,417",Chou,849,Germany,Male,37,7,"143,453",2,1,1,"17,294",0
"1,333","15,796,721",Nnamutaezinwa,778,France,Male,38,3,"145,018",2,1,1,"126,702",0
"1,334","15,734,942",Nnamutaezinwa,539,Germany,Female,38,8,"82,408",1,1,0,"13,123",0
"1,335","15,664,772",Greece,489,Germany,Male,28,1,"79,461",2,1,1,"167,974",0
"1,336","15,576,683",Yin,568,Spain,Female,43,9,0,1,1,0,"125,871",1
"1,337","15,682,563",Larionova,618,Spain,Male,38,5,"126,474",1,1,0,"91,972",0
"1,338","15,650,889",Golubev,710,Germany,Female,30,10,"133,537",2,1,0,"155,594",0
"1,339","15,612,108",Norman,625,France,Male,52,5,"164,978",1,1,1,"67,788",0
"1,340","15,761,132",Capon,682,Spain,Male,46,7,"128,030",1,1,1,"62,615",0
"1,341","15,645,511",Chukwudi,727,Spain,Male,43,2,"97,403",1,1,1,"107,415",1
"1,342","15,609,824",Fedorov,794,France,Female,41,7,"176,845",3,1,0,"166,526",1
"1,343","15,640,268",Avdeeva,652,Spain,Male,71,4,0,1,1,1,"120,107",0
"1,344","15,645,778",Reid,670,Spain,Male,42,3,"81,589",1,1,0,"188,228",0
"1,345","15,691,104",Kennedy,460,Germany,Female,40,6,"119,508",2,1,0,"91,561",1
"1,346","15,714,567",Chan,568,Spain,Female,26,6,0,2,0,0,"166,495",0
"1,347","15,777,826",Wofford,643,France,Male,30,5,"94,444",1,1,1,"165,614",0
"1,348","15,668,445",Mai,521,France,Male,37,2,0,2,1,1,"86,372",0
"1,349","15,576,162",King,615,France,Male,32,7,"92,200",1,1,1,"2,756",0
"1,350","15,778,135",T'ao,575,Spain,Male,43,3,0,1,1,0,"83,595",0
"1,351","15,613,141",Hsu,717,France,Female,41,3,"135,757",1,1,1,"103,706",0
"1,352","15,635,435",White,648,France,Female,54,9,"120,633",1,0,0,"5,924",1
"1,353","15,596,552",Stephens,535,Germany,Male,48,5,"134,543",1,1,1,"58,204",1
"1,354","15,623,644",Frolov,626,Spain,Male,29,7,0,2,1,0,"49,362",0
"1,355","15,683,403",Lombardi,611,Spain,Male,52,7,0,1,0,1,"73,585",1
"1,356","15,615,029",Munro,734,Spain,Male,39,6,0,1,1,1,"95,135",0
"1,357","15,769,005",Hayward,709,France,Male,49,4,"154,344",2,1,1,"38,795",0
"1,358","15,746,326",Fields,591,France,Male,43,3,0,2,0,1,"198,926",0
"1,359","15,722,364",Onwumelu,664,France,Male,43,9,"189,027",2,1,1,"56,100",0
"1,360","15,704,954",Suffolk,431,France,Male,37,0,"120,764",1,1,1,"117,023",0
"1,361","15,694,409",Tsao,647,Germany,Female,22,3,"97,976",2,0,1,"62,083",0
"1,362","15,754,068",Judd,578,France,Male,32,4,0,2,1,1,"141,823",0
"1,363","15,683,841",Hamilton,555,Germany,Male,41,10,"113,270",2,1,1,"185,387",0
"1,364","15,789,095",T'ang,775,Spain,Male,30,4,0,2,0,1,"57,461",0
"1,365","15,719,958",Degtyarev,850,Germany,Male,39,3,"124,549",2,1,1,"120,380",0
"1,366","15,689,514",Kang,625,France,Male,43,8,"201,696",1,1,0,"133,021",1
"1,367","15,621,353",Hudson,645,Spain,Female,37,7,0,2,1,0,"13,590",0
"1,368","15,627,232",Jibunoh,608,Germany,Male,44,7,"114,203",1,1,1,"77,830",1
"1,369","15,745,843",Kinlaw,689,Spain,Female,31,4,0,2,1,1,"136,610",0
"1,370","15,722,902",Chizuoke,652,Germany,Male,50,8,"125,438",1,1,1,"17,161",1
"1,371","15,791,767",Lucciano,769,France,Female,26,7,0,2,1,0,"176,844",0
"1,372","15,792,722",Omeokachie,611,France,Female,43,8,"64,898",1,1,0,"114,996",0
"1,373","15,723,006",Gorbunova,489,France,Male,38,8,0,2,0,1,"196,991",0
"1,374","15,771,942",Tikhonov,528,Germany,Female,46,9,"135,556",1,1,0,"133,146",1
"1,375","15,774,738",Campa,632,France,Male,44,3,"107,765",1,1,0,"185,668",0
"1,376","15,574,004",Mancini,429,France,Female,27,6,"117,307",2,1,1,"24,020",0
"1,377","15,587,233",Donoghue,457,France,Male,41,8,"73,700",3,1,1,"185,750",1
"1,378","15,808,228",Tuan,768,Spain,Female,44,6,"60,603",1,1,1,"178,046",0
"1,379","15,682,834",Johnstone,715,Spain,Female,35,4,"40,170",2,1,1,"199,857",0
"1,380","15,571,752",Romani,668,Germany,Female,32,10,"92,042",1,1,1,"43,596",0
"1,381","15,743,067",Fuller,625,Germany,Male,26,3,"130,484",1,1,0,"122,811",0
"1,382","15,714,466",Baxter,846,France,Female,41,5,0,3,1,0,"3,440",1
